Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Xie,Lili",MGT181-EnterpriseFinance(A),SP10,25,15,100.0%,80.0%,5.43,B(3.27),C+(2.40)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),SP10,185,85,89.3%,63.1%,4.31,N/A,C+(2.58)
"Dunn,LouisJean",MGT5-ManagerialAccounting(A),SP10,74,62,96.8%,85.5%,5.45,B+(3.44),B-(2.88)
"Houskeeper,Robert",MGT5-ManagerialAccounting(B),SP10,69,35,97.1%,100.0%,3.56,B+(3.69),B+(3.43)
"Anderson,JohnCharles",MGT5-ManagerialAccounting(C),SP10,64,30,90.0%,63.3%,5.63,B(3.18),C+(2.53)
"Klein,Christine",MGT103-ProductMarketing&Management(A),WI10,76,29,86.2%,78.6%,4.09,B+(3.67),B+(3.32)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(A),WI10,15,10,100.0%,100.0%,5.50,A(4.00),N/A
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),WI10,71,33,97.0%,100.0%,3.94,A-(3.85),B+(3.69)
"Foit,DelbertF.",MGT121B-InnovationtoMarketB(A),WI10,39,27,100.0%,100.0%,4.06,A-(3.85),B+(3.67)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),WI10,146,52,100.0%,100.0%,4.50,B+(3.64),B(3.23)
"Shaffer,LisaRobock",MGT164-OrganizationalLeadership(A),WI10,49,31,93.3%,90.0%,3.92,A-(3.89),A-(3.83)
"Shaffer,LisaRobock",MGT166-Ethic/CorporateResponsibility(A),WI10,59,26,96.2%,72.0%,3.94,A-(3.80),B+(3.56)
"Xie,Lili",MGT181-EnterpriseFinance(A),WI10,42,11,90.9%,72.7%,4.68,B+(3.67),B(3.13)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),WI10,212,86,81.2%,65.1%,4.80,N/A,C+(2.39)
"Dunn,LouisJean",MGT5-ManagerialAccounting(A),WI10,74,28,92.9%,67.9%,6.21,B+(3.33),C+(2.70)
"Anderson,JohnCharles",MGT5-ManagerialAccounting(B),WI10,67,27,96.3%,85.2%,3.24,B+(3.46),C+(2.52)
"Klein,Christine",MGT103-ProductMarketing&Management(A),FA09,65,44,92.9%,90.5%,3.91,B+(3.66),B(3.22)
"Klein,Christine",MGT103-ProductMarketing&Management(B),FA09,59,29,100.0%,100.0%,2.90,B+(3.58),B(3.22)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),FA09,68,62,98.2%,100.0%,3.28,A-(3.76),B+(3.48)
"Connell,JoanieBremer",MGT164-OrganizationalLeadership(A),FA09,37,34,90.9%,97.0%,4.03,A-(3.84),B+(3.58)
"Shaffer,LisaRobock",MGT166-Ethic/CorporateResponsibility(A),FA09,39,40,94.6%,94.6%,4.10,B+(3.69),B+(3.43)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(B),FA09,59,38,94.7%,71.1%,4.18,B+(3.53),B+(3.40)
"Xie,Lili",MGT181-EnterpriseFinance(A),FA09,35,26,88.5%,69.2%,5.27,B+(3.32),B-(2.77)
"Dunn,LouisJean",MGT181-EnterpriseFinance(B),FA09,24,25,96.0%,96.0%,5.14,B+(3.64),B-(2.75)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),FA09,65,40,97.5%,97.5%,3.68,B+(3.38),B-(2.80)
"Dunn,LouisJean",MGT5-ManagerialAccounting(B),FA09,66,28,92.9%,92.9%,3.24,B+(3.56),B(3.14)
"Nelson,Leif",MGT103-ProductMarketing&Management(A),SP09,65,56,96.3%,96.3%,3.96,B(3.16),B(3.19)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(B),SP09,61,70,95.7%,88.4%,3.16,B+(3.58),N/A
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(A),SP09,33,29,100.0%,100.0%,4.22,A-(3.71),B+(3.61)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),SP09,67,42,97.6%,100.0%,3.80,A-(3.77),B+(3.56)
"Foit,DelbertF.",MGT121B-InnovationtoMarketB(A),SP09,32,28,96.4%,96.4%,3.54,A-(3.88),A-(3.93)
"Connell,JoanieBremer",MGT164-OrganizationalLeadership(A),SP09,56,45,88.6%,79.5%,4.14,B+(3.40),B+(3.44)
"Moran,CathleenL.",MGT166-Ethic/CorporateResponsibility(A),SP09,50,40,92.3%,94.7%,3.32,B+(3.51),B+(3.33)
"Payne,AlinaRaquel",MGT172-BusinessProjectManagement(A),SP09,57,50,80.4%,53.2%,3.04,B+(3.65),B+(3.51)
"Payne,AlinaRaquel",MGT172-BusinessProjectManagement(B),SP09,54,37,75.7%,54.1%,3.20,B+(3.66),B+(3.51)
"Xie,Lili",MGT181-EnterpriseFinance(A),SP09,56,26,87.5%,82.6%,4.26,B+(3.41),B-(2.83)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),WI09,56,49,97.9%,97.9%,3.44,B+(3.46),A-(3.78)
"Foit,DelbertF.",MGT121B-InnovationtoMarketB(A),WI09,34,29,100.0%,100.0%,4.02,A-(3.90),A-(3.77)
"Moran,CathleenL.",MGT166-Ethic/CorporateResponsibility(A),WI09,65,37,90.9%,81.8%,3.22,B+(3.47),B(3.26)
"August,Terence",MGT174-SupplyChain&OperationsMgt(A),WI09,48,38,89.5%,100.0%,5.13,B+(3.48),B+(3.63)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),WI09,64,51,91.3%,85.1%,3.81,B+(3.61),B-(2.93)
"Xie,Lili",MGT181-EnterpriseFinance(B),WI09,36,17,100.0%,75.0%,4.26,B+(3.56),B(3.07)
"Somasundaram,Tyagarajan",MGT103-ProductMarketing&Management(A),FA08,55,24,95.7%,100.0%,4.50,B+(3.57),B+(3.39)
"Somasundaram,Tyagarajan",MGT103-ProductMarketing&Management(B),FA08,62,45,95.5%,95.3%,3.95,B+(3.55),B+(3.39)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),FA08,58,55,96.3%,96.2%,3.75,A-(3.77),A-(3.86)
"Connell,JoanieBremer",MGT164-OrganizationalLeadership(A),FA08,46,44,83.7%,83.7%,3.43,B+(3.58),B+(3.33)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(A),FA08,61,28,88.9%,85.7%,3.86,B+(3.50),B+(3.50)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(B),FA08,52,38,86.5%,94.6%,2.93,B+(3.61),B+(3.50)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),FA08,59,37,91.7%,86.1%,3.53,B+(3.65),B(3.20)
"Nelson,Leif",MGT103-ProductMarketing&Management(A),SP08,65,43,97.5%,97.6%,3.43,B(3.19),B(3.20)
"Nelson,Leif",MGT103-ProductMarketing&Management(B),SP08,60,46,95.7%,97.8%,4.07,B+(3.40),B(3.20)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),SP08,57,39,94.9%,97.4%,3.32,B+(3.36),B(3.24)
"Foit,DelbertF.",MGT121B-InnovationtoMarketB(A),SP08,18,13,100.0%,100.0%,5.42,A(4.00),N/A
"Liersch,MichaelJames",MGT164-OrganizationalLeadership(A),SP08,73,48,100.0%,100.0%,3.69,A-(3.81),B+(3.59)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(A),SP08,63,41,92.1%,86.5%,2.91,A-(3.80),B+(3.50)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(B),SP08,41,27,92.3%,96.2%,2.50,B+(3.58),B+(3.50)
"Halov,Nikolay",MGT181-EnterpriseFinance(A),SP08,44,27,74.1%,77.8%,3.81,B+(3.48),B+(3.30)
"Somasundaram,Tyagarajan",MGT103-ProductMarketing&Management(A),WI08,71,43,97.7%,100.0%,4.59,B+(3.50),B+(3.36)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),WI08,64,44,95.3%,86.0%,3.20,A-(3.90),B+(3.54)
"August,Terence",MGT174-SupplyChain&OperationsMgt(A),WI08,52,46,100.0%,100.0%,5.86,B+(3.50),B(3.25)
"Sullivan,RobertS.",MGT181-EnterpriseFinance(A),WI08,40,26,100.0%,100.0%,5.27,B(3.16),B(3.20)
"Liersch,MichaelJames",MGT164-OrganizationalLeadership(A),FA07,66,55,100.0%,100.0%,2.93,B+(3.58),B+(3.39)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(A),FA07,64,50,93.8%,93.8%,3.42,A-(3.79),B+(3.45)
